,note0,note1,note2,note3,time
106,11,2,6,7,0
107,11,2,6,7,0
108,9,4,4,1,0
109,9,4,4,1,0
110,9,4,9,1,0
111,9,4,9,1,0
112,6,2,9,2,0
113,6,2,9,2,0
114,7,4,9,2,0
115,7,4,9,2,0
116,9,6,2,2,0
117,9,6,2,2,0
118,9,6,2,1,0
119,9,6,2,1,0
120,9,6,2,11,0
121,9,6,2,11,0
122,9,6,2,9,0
123,9,6,2,9,0
124,11,7,2,7,0
125,11,7,2,7,0
126,11,7,2,6,0
127,11,7,2,6,0
128,9,6,0,4,0
129,9,6,0,4,0
130,9,6,0,3,0
131,9,6,0,3,0
132,7,6,11,4,0
133,7,6,11,4,0
134,7,3,11,4,0
135,7,3,11,4,0
136,7,4,11,4,0
137,7,4,11,4,0
138,7,4,10,4,0
139,7,4,11,4,0
140,6,4,1,10,0
141,6,4,1,10,0
142,6,4,1,10,0
143,6,4,1,10,0
144,6,2,11,11,0
145,6,2,11,11,0
146,6,2,11,11,0
147,6,2,11,11,0
148,4,7,11,1,0
149,4,7,11,1,0
150,4,7,10,1,0
151,4,7,10,1,0
152,2,6,11,2,0
153,2,6,11,2,0
154,2,6,11,4,0
155,2,6,11,4,0
156,1,6,11,6,0
157,1,6,11,6,0
158,1,6,11,6,0
159,1,6,11,6,0
160,1,6,10,6,0
161,1,6,10,6,0
162,1,4,10,6,0
163,1,4,10,6,0
164,11,3,6,11,0
165,11,3,6,11,0
166,11,3,6,11,0
167,11,3,6,11,0
168,11,3,6,11,0
169,11,3,6,11,0
170,11,3,6,11,0
171,11,3,6,11,0
172,11,3,6,11,0
173,11,3,6,11,0
174,11,3,6,11,0
175,11,3,6,11,0
176,11,3,6,11,0
177,11,3,6,11,0
178,11,3,6,11,0
179,11,3,6,11,0
0,0,0,0,0,5
0,2,5,10,10,0
1,2,5,10,10,0
2,2,5,10,9,0
3,2,5,10,9,0
4,2,7,10,7,0
5,2,7,10,7,0
6,3,7,0,7,0
7,3,7,0,7,0
8,5,5,2,2,0
9,5,5,2,2,0
10,3,5,0,2,0
11,3,5,0,2,0
12,2,10,10,7,0
13,2,10,10,7,0
14,2,9,10,5,0
15,2,9,10,5,0
16,0,7,10,3,0
17,0,7,10,3,0
18,0,7,10,2,0
19,0,7,10,2,0
20,0,5,9,0,0
21,0,5,9,0,0
22,0,4,7,0,0
23,0,4,7,0,0
24,0,5,9,5,0
25,0,5,9,5,0
26,0,5,9,5,0
27,0,5,9,5,0
28,0,5,9,5,0
29,0,5,9,5,0
30,0,5,9,5,0
31,0,5,9,5,0
32,2,5,10,10,0
33,2,5,10,10,0
34,2,5,10,9,0
35,2,5,10,9,0
36,3,3,10,7,0
37,3,3,10,7,0
38,2,5,10,5,0
39,2,5,10,5,0
40,0,7,10,3,0
41,0,7,10,3,0
42,0,7,10,3,0
43,0,7,10,3,0
44,0,5,9,5,0
45,0,3,9,5,0
46,10,2,9,5,0
47,10,5,9,5,0
48,10,2,5,10,0
49,10,2,5,10,0
50,10,2,5,10,0
51,10,2,5,10,0
52,10,2,5,10,0
53,10,2,5,10,0
54,10,2,5,10,0
55,10,2,5,10,0
56,9,0,5,5,0
57,9,0,5,5,0
58,7,0,5,4,0
59,7,0,5,4,0
60,9,5,0,5,0
61,9,5,0,5,0
62,10,5,0,7,0
63,10,5,0,7,0
64,0,5,0,9,0
65,0,5,0,9,0
66,10,5,0,7,0
67,10,5,0,7,0
68,9,5,0,9,0
69,9,5,0,9,0
70,9,5,0,10,0
71,9,5,0,10,0
72,7,5,0,0,0
73,7,5,0,0,0
74,7,4,0,0,0
75,7,4,0,0,0
76,7,2,0,7,0
77,7,2,0,7,0
78,7,2,11,7,0
79,7,2,11,7,0
80,7,4,0,0,0
81,7,4,0,0,0
82,7,4,0,0,0
83,7,4,0,0,0
84,7,4,0,0,0
85,7,4,0,0,0
86,7,4,0,0,0
87,7,4,0,0,0
88,9,4,9,1,0
89,9,4,9,1,0
90,9,4,7,1,0
91,9,4,7,1,0
92,10,2,5,2,0
93,10,2,5,2,0
94,9,2,5,0,0
95,9,2,5,0,0
96,7,2,5,10,0
97,7,2,5,10,0
98,7,2,5,10,0
99,7,2,5,10,0
100,7,0,4,0,0
101,7,0,4,0,0
102,5,0,4,0,0
103,5,0,4,0,0
104,5,0,9,5,0
105,5,0,9,5,0
106,5,0,9,5,0
107,5,0,9,5,0
108,5,0,9,5,0
109,5,0,9,5,0
110,5,0,9,5,0
111,5,0,9,5,0
112,2,0,9,6,0
113,2,0,9,6,0
114,2,0,9,6,0
115,2,0,9,6,0
116,2,10,7,7,0
117,2,10,7,7,0
118,3,10,7,7,0
119,3,10,7,7,0
120,5,0,5,9,0
121,5,0,5,9,0
122,5,0,5,9,0
123,5,0,5,9,0
124,3,5,10,10,0
125,3,5,10,10,0
126,2,5,10,10,0
127,2,5,10,10,0
128,0,7,3,10,0
129,0,7,3,10,0
130,0,5,3,9,0
131,0,5,3,9,0
132,0,7,3,10,0
133,0,7,3,10,0
134,0,7,3,7,0
135,0,7,3,7,0
136,0,5,3,9,0
137,0,5,3,9,0
138,0,5,3,9,0
139,0,5,3,9,0
140,0,5,3,9,0
141,0,5,3,9,0
142,0,5,3,9,0
143,0,5,3,9,0
144,2,5,2,10,0
145,2,5,2,10,0
146,2,5,0,9,0
147,2,5,0,9,0
148,3,3,10,7,0
149,3,3,10,7,0
150,2,5,10,5,0
151,2,5,10,5,0
152,0,7,10,4,0
153,0,7,10,4,0
154,0,7,10,4,0
155,0,7,10,4,0
156,0,9,9,6,0
157,0,9,9,6,0
158,10,9,2,6,0
159,10,9,2,6,0
160,10,7,2,7,0
161,10,7,2,7,0
162,10,7,2,7,0
163,10,7,2,7,0
164,10,7,2,7,0
165,10,7,2,7,0
166,10,7,2,7,0
167,10,7,2,7,0
168,3,7,0,0,0
169,3,7,0,0,0
170,2,7,0,10,0
171,2,7,0,10,0
172,3,5,0,9,0
173,3,5,0,9,0
174,5,5,0,5,0
175,5,5,0,5,0
176,2,5,0,10,0
177,2,5,0,10,0
178,0,5,0,9,0
179,0,5,0,9,0
180,2,10,10,7,0
181,2,10,10,7,0
182,3,10,10,5,0
183,3,10,10,5,0
184,0,10,7,3,0
185,0,10,7,3,0
186,0,10,7,3,0
187,0,10,7,3,0
188,0,9,5,2,0
189,0,9,5,2,0
190,10,9,3,2,0
191,10,9,3,2,0
192,10,5,2,10,0
193,10,5,2,10,0
194,10,5,2,10,0
195,10,5,2,10,0
196,10,5,2,10,0
197,10,5,2,10,0
198,10,5,2,10,0
199,10,5,2,10,0
200,10,5,2,10,0
201,10,5,2,10,0
202,10,5,2,10,0
203,10,5,2,10,0
204,10,5,2,10,0
205,10,5,2,10,0
206,10,5,2,10,0
207,10,5,2,10,0
0,0,0,0,0,5
0,2,11,7,7,0
1,2,11,7,7,0
2,2,0,9,7,0
3,2,0,9,7,0
4,7,2,11,7,0
5,7,2,11,7,0
6,7,2,11,7,0
7,7,2,11,7,0
8,9,2,9,6,0
9,9,2,9,6,0
10,9,2,9,6,0
11,9,2,9,6,0
12,11,7,4,4,0
13,11,7,4,4,0
14,11,7,4,4,0
15,11,7,4,4,0
16,0,7,4,2,0
17,0,7,4,2,0
18,0,7,4,0,0
19,0,7,4,0,0
20,2,7,2,11,0
21,2,7,2,11,0
22,2,7,0,0,0
23,2,7,11,0,0
24,2,6,9,2,0
25,2,6,9,2,0
26,0,6,2,2,0
27,0,6,2,2,0
28,11,7,2,7,0
29,11,7,2,7,0
30,11,7,2,7,0
31,11,7,2,7,0
32,4,7,0,0,0
33,4,7,0,0,0
34,4,7,11,0,0
35,4,7,11,0,0
36,2,6,9,2,0
37,2,6,9,2,0
38,2,6,9,2,0
39,2,6,9,2,0
40,0,4,7,4,0
41,0,4,7,4,0
42,0,4,9,6,0
43,0,4,9,6,0
44,11,2,11,7,0
45,11,2,11,7,0
46,9,2,0,7,0
47,9,2,0,7,0
48,11,7,2,11,0
49,11,7,2,11,0
50,11,7,2,0,0
51,11,7,2,0,0
52,9,7,2,2,0
53,9,7,2,2,0
54,9,7,0,2,0
55,9,7,11,2,0
56,9,6,0,2,0
57,9,6,0,2,0
58,9,6,9,2,0
59,9,6,9,2,0
60,7,2,11,7,0
61,7,2,11,7,0
62,7,2,11,7,0
63,7,2,11,7,0
64,2,11,7,7,0
65,2,11,7,7,0
66,2,0,9,7,0
67,2,0,9,7,0
68,7,2,11,7,0
69,7,2,11,7,0
70,7,2,11,7,0
71,7,2,11,7,0
72,9,2,9,6,0
73,9,2,9,6,0
74,9,2,9,6,0
75,9,2,9,6,0
76,11,7,4,4,0
77,11,7,4,4,0
78,11,7,4,4,0
79,11,7,4,4,0
80,0,7,4,2,0
81,0,7,4,2,0
82,0,7,4,0,0
83,0,7,4,0,0
84,2,7,2,11,0
85,2,7,2,11,0
86,2,7,0,0,0
87,2,7,11,0,0
88,2,6,9,2,0
89,2,6,9,2,0
90,0,6,2,2,0
91,0,6,2,2,0
92,11,7,2,7,0
93,11,7,2,7,0
94,11,7,2,7,0
95,11,7,2,7,0
96,4,7,0,0,0
97,4,7,0,0,0
98,4,7,11,0,0
99,4,7,11,0,0
100,2,6,9,2,0
101,2,6,9,2,0
102,2,6,9,2,0
103,2,6,9,2,0
104,0,4,7,4,0
105,0,4,7,4,0
106,0,4,9,6,0
107,0,4,9,6,0
108,11,2,11,7,0
109,11,2,11,7,0
110,9,2,0,7,0
111,9,2,0,7,0
112,11,7,2,11,0
113,11,7,2,11,0
114,11,7,2,0,0
115,11,7,2,0,0
116,9,7,2,2,0
117,9,7,2,2,0
118,9,7,0,2,0
119,9,7,11,2,0
120,9,6,0,2,0
121,9,6,0,2,0
122,9,6,9,2,0
123,9,6,9,2,0
124,7,2,11,7,0
125,7,2,11,7,0
126,7,2,11,7,0
127,7,2,11,7,0
128,2,7,11,7,0
129,2,7,11,7,0
130,2,7,11,7,0
131,2,7,11,7,0
132,4,7,0,0,0
133,4,7,0,0,0
134,4,7,2,0,0
135,4,7,2,0,0
136,4,9,4,1,0
137,4,9,4,1,0
138,4,7,4,1,0
139,4,7,4,1,0
140,9,6,2,2,0
141,9,6,2,2,0
142,9,6,2,2,0
143,9,6,2,2,0
144,9,6,1,6,0
145,9,6,1,6,0
146,9,6,1,6,0
147,9,6,1,6,0
148,2,6,1,11,0
149,2,6,1,11,0
150,2,6,10,1,0
151,2,6,10,1,0
152,2,6,11,2,0
153,2,6,11,2,0
154,2,6,11,11,0
155,2,6,11,11,0
156,7,4,11,4,0
157,7,4,11,4,0
158,7,4,11,4,0
159,7,4,11,4,0
160,11,4,7,4,0
161,11,4,7,4,0
162,11,4,7,2,0
163,11,4,7,2,0
164,9,4,9,1,0
165,9,4,9,1,0
166,9,4,11,1,0
167,9,4,11,1,0
168,7,4,1,11,0
169,7,4,1,11,0
170,7,4,1,9,0
171,7,4,1,9,0
172,6,4,9,2,0
173,6,4,9,2,0
174,4,4,9,1,0
175,4,4,9,1,0
176,6,2,11,11,0
177,6,2,11,11,0
178,6,2,11,9,0
179,6,2,11,9,0
180,4,2,11,7,0
181,4,2,11,7,0
182,4,2,11,7,0
183,4,2,11,7,0
184,4,1,9,9,0
185,4,1,9,9,0
186,4,1,7,9,0
187,4,1,7,9,0
188,2,9,6,2,0
189,2,9,6,2,0
190,2,9,6,2,0
191,2,9,6,2,0
192,2,6,11,11,0
193,2,6,11,11,0
194,2,6,11,11,0
195,2,6,11,11,0
196,0,7,11,4,0
197,0,7,11,4,0
198,0,9,9,6,0
199,0,9,9,6,0
200,11,2,11,7,0
201,11,2,11,7,0
202,11,4,0,7,0
203,11,4,0,7,0
204,9,6,2,2,0
205,9,6,2,2,0
206,9,6,2,0,0
207,9,6,2,0,0
208,11,7,2,11,0
209,11,7,2,11,0
210,0,7,2,7,0
211,0,7,2,7,0
212,9,7,2,2,0
213,9,7,2,2,0
214,9,6,9,2,0
215,9,4,11,2,0
216,9,6,0,2,0
217,9,6,0,2,0
218,9,6,0,2,0
219,9,6,0,2,0
220,7,2,11,7,0
221,7,2,11,7,0
222,7,2,11,7,0
223,7,2,11,7,0
224,7,2,11,7,0
225,7,2,11,7,0
226,7,2,11,7,0
227,7,2,11,7,0
0,0,0,0,0,5
0,6,1,9,6,0
1,6,1,9,6,0
2,8,1,11,6,0
3,8,1,11,6,0
4,9,6,1,6,0
5,9,6,1,8,0
6,9,6,1,9,0
7,9,6,1,11,0
8,8,5,1,1,0
9,8,5,1,1,0
10,8,5,11,1,0
11,8,5,11,1,0
12,6,6,9,2,0
13,6,6,9,2,0
14,6,6,9,2,0
15,6,6,9,2,0
16,6,6,11,2,0
17,6,6,11,2,0
18,8,6,11,2,0
19,8,6,11,2,0
20,9,6,1,1,0
21,9,6,1,1,0
22,9,6,1,11,0
23,9,6,1,11,0
24,8,5,1,1,0
25,8,5,1,1,0
26,8,5,11,1,0
27,8,5,11,1,0
28,6,1,9,6,0
29,6,1,9,6,0
30,6,1,9,6,0
31,6,1,9,6,0
32,1,6,9,6,0
33,1,6,9,6,0
34,1,6,9,6,0
35,1,6,9,6,0
36,11,6,11,8,0
37,11,6,11,8,0
38,11,5,11,8,0
39,11,5,11,8,0
40,9,6,1,9,0
41,9,6,1,9,0
42,9,6,1,11,0
43,9,6,1,11,0
44,8,5,1,1,0
45,8,5,1,1,0
46,8,5,1,1,0
47,8,5,1,1,0
48,8,5,1,1,0
49,8,5,1,1,0
50,8,5,1,1,0
51,8,5,1,1,0
52,9,6,1,6,0
53,9,6,1,6,0
54,9,6,1,4,0
55,9,6,1,4,0
56,9,6,2,2,0
57,9,6,2,2,0
58,9,6,2,1,0
59,9,6,2,1,0
60,11,6,2,2,0
61,11,6,2,2,0
62,11,8,4,11,0
63,11,9,6,11,0
64,11,8,4,4,0
65,11,8,4,4,0
66,11,8,2,4,0
67,11,8,2,4,0
68,1,8,1,9,0
69,1,8,1,9,0
70,1,6,1,9,0
71,1,6,1,9,0
72,1,5,11,8,0
73,1,5,11,8,0
74,1,6,9,6,0
75,1,6,9,6,0
76,11,8,2,6,0
77,11,8,2,6,0
78,11,8,1,5,0
79,11,8,1,5,0
80,9,8,1,6,0
81,9,8,1,6,0
82,9,6,2,2,0
83,9,6,2,2,0
84,8,6,2,11,0
85,8,6,2,11,0
86,8,6,11,8,0
87,8,6,11,8,0
88,8,5,8,1,0
89,8,5,8,1,0
90,8,5,11,1,0
91,8,5,11,1,0
92,6,1,9,6,0
93,6,1,9,6,0
94,6,1,9,6,0
95,6,1,9,6,0
96,1,6,9,6,0
97,1,6,9,6,0
98,1,6,9,4,0
99,1,6,9,4,0
100,11,6,11,2,0
101,11,6,11,2,0
102,11,5,1,1,0
103,11,5,1,1,0
104,9,6,3,0,0
105,9,6,3,0,0
106,8,6,3,0,0
107,8,6,3,0,0
108,8,5,1,1,0
109,8,5,1,1,0
110,8,5,1,1,0
111,8,5,1,1,0
112,1,6,1,9,0
113,1,6,1,9,0
114,1,4,1,9,0
115,1,4,1,9,0
116,11,3,6,11,0
117,11,3,6,11,0
118,11,4,6,1,0
119,11,4,6,1,0
120,9,6,11,3,0
121,9,6,11,3,0
122,9,3,11,11,0
123,9,3,11,11,0
124,8,4,11,4,0
125,8,4,11,4,0
126,8,4,11,4,0
127,8,4,11,4,0
128,8,8,1,5,0
129,8,8,1,5,0
130,8,5,1,1,0
131,8,5,1,1,0
132,9,6,1,6,0
133,9,6,1,6,0
134,9,6,9,6,0
135,9,6,9,6,0
136,9,9,2,6,0
137,9,9,2,6,0
138,9,6,2,2,0
139,9,6,2,2,0
140,11,2,2,8,0
141,11,2,2,8,0
142,11,2,11,8,0
143,11,2,11,8,0
144,11,11,4,8,0
145,11,11,4,8,0
146,11,8,4,4,0
147,11,8,4,4,0
148,1,9,4,9,0
149,1,9,4,9,0
150,1,7,1,9,0
151,1,7,1,9,0
152,1,6,6,10,0
153,1,6,6,10,0
154,1,6,4,6,0
155,1,6,4,6,0
156,11,6,2,11,0
157,11,6,2,11,0
158,11,5,1,11,0
159,11,5,1,11,0
160,9,6,3,0,0
161,9,6,3,0,0
162,8,6,3,8,0
163,8,6,3,8,0
164,8,6,1,1,0
165,8,6,1,1,0
166,8,5,8,1,0
167,8,3,8,1,0
168,8,5,1,1,0
169,8,5,1,1,0
170,8,5,11,1,0
171,8,5,11,1,0
172,6,1,9,6,0
173,6,1,9,6,0
174,6,1,9,6,0
175,6,1,9,6,0
176,6,1,9,6,0
177,6,1,9,6,0
178,6,1,9,6,0
179,6,1,9,6,0
0,0,0,0,0,5
0,4,11,7,4,0
1,4,11,7,4,0
2,4,11,7,4,0
3,4,11,7,4,0
4,4,11,7,7,0
5,4,11,7,7,0
6,4,11,7,7,0
7,4,11,7,7,0
8,4,11,7,4,0
9,4,11,7,4,0
10,4,11,7,4,0
11,4,11,7,4,0
12,11,6,6,3,0
13,11,6,6,3,0
14,11,6,6,3,0
15,11,6,6,3,0
16,11,6,3,11,0
17,11,6,3,11,0
18,11,6,3,11,0
19,11,6,3,11,0
20,11,7,4,4,0
21,11,7,4,4,0
22,11,7,4,4,0
23,11,7,4,4,0
24,9,7,4,1,0
25,9,7,4,1,0
26,9,7,4,1,0
27,9,7,4,1,0
28,11,6,11,3,0
29,11,6,11,3,0
30,11,6,11,3,0
31,11,6,11,3,0
32,7,4,11,4,0
33,7,4,11,4,0
34,9,4,11,4,0
35,9,4,11,4,0
36,11,6,11,2,0
37,11,6,11,2,0
38,11,6,11,2,0
39,11,6,11,2,0
40,9,4,0,0,0
41,9,4,0,0,0
42,9,7,4,11,0
43,9,7,4,11,0
44,9,6,3,0,0
45,9,6,3,0,0
46,9,4,4,0,0
47,9,4,4,0,0
48,11,6,3,11,0
49,11,6,3,11,0
50,11,6,3,11,0
51,11,6,3,11,0
52,11,6,3,11,0
53,11,6,3,11,0
54,11,6,3,11,0
55,11,6,3,11,0
56,7,11,4,4,0
57,7,11,4,4,0
58,7,1,4,4,0
59,7,1,4,4,0
60,6,2,9,2,0
61,6,2,9,2,0
62,6,2,9,0,0
63,6,2,9,0,0
64,7,2,11,11,0
65,7,2,11,11,0
66,7,2,11,11,0
67,7,2,11,11,0
68,9,4,0,9,0
69,9,4,0,9,0
70,9,6,0,9,0
71,9,6,0,9,0
72,11,7,2,7,0
73,11,7,2,7,0
74,11,7,2,7,0
75,11,7,2,7,0
76,9,7,2,2,0
77,9,7,2,2,0
78,9,6,0,2,0
79,9,6,0,2,0
80,7,6,11,4,0
81,7,6,11,4,0
82,7,4,11,4,0
83,7,4,11,4,0
84,7,4,0,0,0
85,7,4,0,0,0
86,7,2,0,0,0
87,7,2,0,0,0
88,7,0,0,9,0
89,7,0,0,9,0
90,7,0,11,9,0
91,7,0,11,9,0
92,6,2,9,2,0
93,6,2,9,2,0
94,6,2,9,2,0
95,6,2,9,2,0
96,7,2,11,7,0
97,7,2,11,7,0
98,7,2,11,7,0
99,7,2,11,7,0
100,7,2,11,7,0
101,7,2,11,7,0
102,7,2,11,7,0
103,7,2,11,7,0
104,9,6,2,2,0
105,9,6,2,2,0
106,9,6,2,2,0
107,9,6,2,2,0
108,11,7,2,7,0
109,11,7,2,7,0
110,11,7,2,7,0
111,11,7,2,7,0
112,11,7,2,6,0
113,11,7,2,6,0
114,11,7,2,6,0
115,11,7,2,6,0
116,11,7,4,4,0
117,11,7,4,4,0
118,11,7,2,4,0
119,11,7,2,4,0
120,9,6,0,4,0
121,9,6,0,4,0
122,9,4,0,4,0
123,9,4,0,4,0
124,9,6,11,3,0
125,9,6,11,3,0
126,9,6,11,3,0
127,9,6,11,3,0
128,9,3,0,11,0
129,9,3,0,11,0
130,9,3,0,11,0
131,9,3,0,11,0
132,7,4,11,4,0
133,7,4,11,4,0
134,7,3,11,4,0
135,7,3,11,4,0
136,7,4,11,7,0
137,7,4,11,7,0
138,7,4,11,7,0
139,7,4,11,7,0
140,7,4,11,4,0
141,7,4,11,4,0
142,7,4,11,4,0
143,7,4,11,4,0
144,6,4,11,11,0
145,6,4,11,11,0
146,6,4,11,11,0
147,6,4,11,11,0
148,6,3,11,11,0
149,6,3,11,11,0
150,6,3,11,11,0
151,6,3,11,11,0
152,6,3,11,11,0
153,6,3,11,11,0
154,6,3,11,11,0
155,6,3,11,11,0
156,4,4,7,0,0
157,4,4,7,0,0
158,4,4,7,0,0
159,4,4,7,0,0
160,6,0,9,9,0
161,6,0,9,9,0
162,6,0,9,9,0
163,6,0,9,9,0
164,3,11,6,11,0
165,3,11,6,11,0
166,3,11,6,11,0
167,3,11,6,11,0
168,4,11,7,4,0
169,4,11,7,4,0
170,4,11,7,4,0
171,4,11,7,4,0
172,4,11,7,4,0
173,4,11,7,4,0
174,4,11,7,4,0
175,4,11,7,4,0
176,4,11,7,4,0
177,4,11,7,4,0
178,4,11,7,4,0
179,4,11,7,4,0
180,9,4,7,1,0
181,9,4,7,1,0
182,9,4,7,1,0
183,9,4,7,1,0
184,9,2,6,2,0
185,9,2,6,2,0
186,9,2,6,0,0
187,9,2,6,0,0
188,9,0,6,11,0
189,9,0,6,11,0
190,9,0,6,9,0
191,9,0,6,9,0
192,11,2,7,7,0
193,11,2,7,7,0
194,11,2,7,7,0
195,11,2,7,7,0
196,11,4,11,7,0
197,11,4,11,7,0
198,11,4,11,6,0
199,11,4,11,6,0
200,11,6,11,4,0
201,11,6,11,4,0
202,11,6,11,3,0
203,11,6,11,3,0
204,7,6,11,4,0
205,7,6,11,4,0
206,7,6,11,4,0
207,7,6,11,4,0
208,7,4,11,4,0
209,7,4,11,4,0
210,7,3,11,6,0
211,7,3,11,6,0
212,7,4,11,7,0
213,7,4,11,7,0
214,7,4,11,9,0
215,7,4,11,9,0
216,6,4,11,11,0
217,6,4,11,11,0
218,6,4,11,11,0
219,6,4,11,11,0
220,6,3,11,11,0
221,6,3,11,11,0
222,6,3,11,11,0
223,6,3,11,11,0
224,6,3,11,11,0
225,6,3,11,11,0
226,6,3,11,11,0
227,6,3,11,11,0
228,4,11,7,4,0
229,4,11,7,4,0
230,6,11,7,4,0
231,6,11,7,4,0
232,7,4,11,4,0
233,7,4,11,4,0
234,9,4,11,4,0
235,9,4,11,4,0
236,11,6,11,3,0
237,11,6,11,3,0
238,11,6,9,3,0
239,11,6,9,3,0
240,11,4,7,4,0
241,11,4,7,4,0
242,11,4,6,2,0
243,11,4,6,2,0
244,11,4,4,0,0
245,11,4,4,0,0
246,11,7,3,11,0
247,11,7,3,11,0
248,9,6,4,0,0
249,9,6,4,0,0
250,9,4,4,0,0
251,9,4,4,0,0
252,11,3,6,11,0
253,11,3,6,11,0
254,11,3,6,11,0
255,11,3,6,11,0
256,11,3,6,11,0
257,11,3,6,11,0
258,11,3,6,11,0
259,11,3,6,11,0
260,11,3,6,11,0
261,11,3,6,11,0
262,11,3,6,11,0
263,11,3,6,11,0
0,0,0,0,0,5
0,9,5,2,2,0
1,9,5,2,2,0
2,9,5,2,2,0
3,9,5,2,2,0
4,0,7,0,4,0
5,0,7,0,4,0
6,0,7,0,4,0
7,0,7,0,4,0
8,9,7,0,5,0
9,9,7,0,5,0
10,9,5,0,5,0
11,9,5,0,5,0
12,10,5,10,7,0
13,10,5,10,7,0
14,10,4,10,7,0
15,10,4,10,7,0
16,9,5,0,9,0
17,9,5,0,9,0
18,9,5,0,9,0
19,9,5,0,9,0
20,7,5,2,11,0
21,7,5,2,11,0
22,7,5,2,11,0
23,7,5,2,11,0
24,7,5,0,0,0
25,7,5,0,0,0
26,7,4,0,0,0
27,7,4,10,0,0
28,5,0,9,5,0
29,5,0,9,5,0
30,5,0,9,5,0
31,5,0,9,5,0
32,9,9,0,5,0
33,9,9,0,5,0
34,9,9,0,4,0
35,9,9,0,4,0
36,11,9,5,2,0
37,11,9,5,2,0
38,11,8,5,2,0
39,11,8,5,2,0
40,0,9,4,0,0
41,0,9,4,0,0
42,0,9,4,0,0
43,0,9,4,0,0
44,2,9,2,11,0
45,2,9,2,11,0
46,2,8,2,11,0
47,2,8,2,11,0
48,0,9,4,9,0
49,0,9,4,9,0
50,0,9,4,9,0
51,0,9,4,9,0
52,11,9,5,2,0
53,11,9,5,2,0
54,11,9,5,2,0
55,11,9,5,2,0
56,11,8,4,4,0
57,11,8,4,4,0
58,11,8,2,4,0
59,11,8,2,4,0
60,9,4,1,9,0
61,9,4,1,9,0
62,9,4,1,9,0
63,9,4,1,9,0
64,4,1,9,9,0
65,4,1,9,9,0
66,4,1,9,9,0
67,4,1,9,9,0
68,5,2,9,2,0
69,5,2,9,2,0
70,5,2,9,2,0
71,5,2,9,2,0
72,5,2,9,2,0
73,5,2,9,2,0
74,5,2,9,0,0
75,5,2,9,0,0
76,7,2,7,11,0
77,7,2,7,11,0
78,7,11,7,4,0
79,7,11,7,4,0
80,7,1,10,4,0
81,7,1,10,4,0
82,7,2,10,2,0
83,7,2,10,2,0
84,9,4,9,1,0
85,9,4,9,1,0
86,9,2,9,11,0
87,9,2,9,11,0
88,9,4,9,1,0
89,9,4,9,1,0
90,9,1,9,9,0
91,9,1,9,9,0
92,5,2,9,2,0
93,5,2,9,2,0
94,5,2,9,2,0
95,5,2,9,2,0
96,2,9,5,2,0
97,2,9,5,2,0
